Folder Name,Place Name,Confidence Score,Biblical References URLs,Biblical References,Coordinates,US Matching Cities,US Matching States,Place Type,Confidence Numeric
Persia,Persia,Most Likely,https://www.biblegateway.com/passage/?search=Ezra.1.1&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.1.2&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.1.8&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.3.7&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.4.3&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.4.5&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.4.7&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.4.9&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.4.24&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.6.14&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.7.1&amp;version=ESV; https://www.biblegateway.com/passage/?search=Ezra.9.9&amp;version=ESV,"Ezra 1:1, Ezra 1:2, Ezra 1:8, Ezra 3:7, Ezra 4:3, Ezra 4:5, Ezra 4:7, Ezra 4:9, Ezra 4:24, Ezra 6:14, Ezra 7:1, Ezra 9:9","19.281637,30.344789 24.870895,29.874138 27.765873,24.801406 35.133366,24.834799 33.928451,27.562402 35.051118,27.912821 36.067704,26.588351 38.111265,30.316388 48.200555,29.359618 50.0109,30.054956 51.250362,27.820882 51.999263,27.65919 52.584781,27.249457 53.563237,26.608391 54.728962,26.334982 55.513094,24.445857 57.527362,24.01887 57.871288,25.514723 61.314435,24.943996 66.393209,25.26517 67.40305,23.821546 74.239945,38.864371 63.081788,45.504229 54.507128,40.936195 52.607329,40.840325 52.574363,40.142645 53.621131,38.799241 53.838753,36.982827 51.93599,36.65353 50.537845,37.191198 50.361964,37.498044 49.38577,37.760674 49.130487,38.448562 49.732987,40.023965 50.796143,40.249826 39.103957,43.781886 39.95883,43.130825 41.059,42.756807 41.478048,42.407075 41.41844,41.680981 40.361413,41.108863 39.424011,41.209596 38.366685,41.078506 37.140124,41.441058 35.220971,42.24115 33.377734,42.137573 31.374579,41.536212 30.337588,41.34405 28.859068,41.525334 28.285077,42.282551 28.323265,43.093523 28.981475,43.429017 29.573529,44.584264 30.036384,45.385739 28.971232,45.469121 26.570637,42.217827 22.227236,41.245734 21.693215,39.942999 23.556409,39.259642 25.630399,38.798067 27.717529,35.756611 28.327411,35.696775 28.714711,36.522239 29.460897,35.996951 30.580662,36.114446 30.706141,36.73143 31.979882,36.395889 32.440068,35.938579 34.105132,36.184061 34.696407,36.669549 35.75873,36.526315 35.669798,35.800357 35.730964,34.581282 34.263983,31.578669 32.597228,31.165005 31.986028,31.632916 30.897487,31.683922 29.932792,31.482931 29.064815,30.975565 25.958571,31.819939 25.455467,31.672813 25.093411,32.110492 23.336963,32.458281 23.286584,32.827328 21.641729,33.049836 20.038928,32.440661 19.699796,31.499928 20.001914,31.042997 19.281637,30.344789","Persia (Iowa) - village: 41.5794887,-95.56894; Town of Persia (New York) - village: 42.385339,-78.936147; Persia (Tennessee) - hamlet: 36.3398184,-83.0029404",Iowa; New York; Tennessee,hamlet; village,100
Philadelphia,Philadelphia,Most Likely,https://www.biblegateway.com/passage/?search=Rev.1.11&amp;version=ESV; https://www.biblegateway.com/passage/?search=Rev.3.7&amp;version=ESV,"Rev:1:11, Rev:3:7","28.516667,38.35","Philadelphia (Pennsylvania) - city: 39.9527237,-75.1635262; Philadelphia (Mississippi) - town: 32.7703841,-89.1153488; Village of Philadelphia (New York) - village: 44.154622,-75.708847; Town of Philadelphia (New York) - village: 44.154622,-75.708847; Philadelphia (Tennessee) - village: 35.6795198,-84.4038148",Mississippi; New York; Pennsylvania; Tennessee,city; town; village,100
Philippi,Philippi,Most Likely,https://www.biblegateway.com/passage/?search=Phil.1.1&amp;version=ESV,Phil:1:1,"24.284576,41.012072","Philippi (West Virginia) - town: 39.1523474,-80.03949; Philippi (Tennessee) - hamlet: 35.9883955,-85.7710953",Tennessee; West Virginia,hamlet; town,100
Phoenix (Phenice),Phoenix,Most Likely,https://www.biblegateway.com/passage/?search=Acts.27.12&amp;version=ESV,Acts:27:12,"24.072222,35.2","Phoenix (Arizona) - city: 33.4484367,-112.074141; Phoenix (Illinois) - village: 41.6147151,-87.6323811; Village of Phoenix (New York) - town: 43.2309198,-76.3001887; Phoenix (Oregon) - village: 42.2740364,-122.8153283; Phoenix (Maryland) - village: 39.5163872,-76.6177815",Arizona; Illinois; Maryland; New York; Oregon,city; town; village,100
Pisgah,Pisgah,Most Likely,https://www.biblegateway.com/passage/?search=Num.21.20&amp;version=ESV; https://www.biblegateway.com/passage/?search=Num.23.14&amp;version=ESV,"Numbers 21:20, Numbers 23:14","35.725556,31.767778","Pisgah (Iowa) - village: 41.831601,-95.9261982; Pisgah (Alabama) - hamlet: 34.6809168,-85.8477523; Pisgah (Maryland) - hamlet: 38.5409953,-77.1343386; Pisgah (West Virginia) - hamlet: 39.6448027,-79.7567202; Pisgah (Virginia) - hamlet: 37.1209482,-81.5734442; Pisgah (Kentucky) - hamlet: 38.056743,-84.654944; Pisgah (North Carolina) - hamlet: 35.5498596,-79.8711503; Pisgah (Tennessee) - hamlet: 35.1587004,-89.7098047; Pisgah (Arkansas) - hamlet: 33.9792747,-93.5260135; Pisgah (Tennessee) - hamlet: 36.3795057,-88.7175557; Pisgah (Mississippi) - hamlet: 34.7409267,-88.6319978; Pisgah (Illinois) - hamlet: 39.6686588,-90.1256711; Pisgah (Arkansas) - hamlet: 35.1475873,-93.223789; Pisgah (Missouri) - hamlet: 38.7764149,-92.6493573; Pisgah (Louisiana) - hamlet: 32.8601417,-92.6340405; Pisgah (Texas) - hamlet: 31.7057332,-94.5229851; Pisgah (Mississippi) - hamlet: 32.4698635,-89.8700793; Pisgah (Alabama) - hamlet: 34.8898095,-86.8172238; Pisgah (Georgia) - hamlet: 34.725364,-84.2815843; Pisgah (Alabama) - hamlet: 31.9968174,-86.1182922; Pisgah (Mississippi) - hamlet: 31.1043487,-88.4886291; Pisgah (Tennessee) - hamlet: 35.8939539,-85.8894307; Pisgah (Tennessee) - hamlet: 35.1803581,-86.9119487; Pisgah (South Carolina) - hamlet: 34.1429312,-80.4856348",Alabama; Arkansas; Georgia; Illinois; Iowa; Kentucky; Louisiana; Maryland; Mississippi; Missouri; North Carolina; South Carolina; Tennessee; Texas; Virginia; West Virginia,hamlet; village,100
Ramah 1,Ramah,Most Likely,https://www.biblegateway.com/passage/?search=Neh.7.30&amp;version=ESV,Nehemiah 7:30,"35.23161,31.85434","Ramah (Colorado) - town: 39.1216554,-104.165794; Ramah / Tłʼohchiní (New Mexico) - village: 35.1439075,-108.47965627330703; Ramah / Tłʼohchiní (New Mexico) - village: 35.1330889,-108.491741; Ramah (Louisiana) - hamlet: 30.4024175,-91.5073329; Ramah (Tennessee) - hamlet: 35.0773042,-87.3297406; Ramah (Alabama) - hamlet: 31.6123819,-87.1374821",Alabama; Colorado; Louisiana; New Mexico; Tennessee,hamlet; town; village,100
Ramoth 3,Ramoth,Most Likely,https://www.biblegateway.com/passage/?search=Josh.20.8&amp;version=ESV; https://www.biblegateway.com/passage/?search=Josh.21.38&amp;version=ESV,"Joshua 20:8, Joshua 21:38","36.014988,32.499852","Ramoth (Virginia) - hamlet: 38.4220699,-77.4694284",Virginia,hamlet,100
Rehoboth 2,Rehoboth,Most Likely,https://www.biblegateway.com/passage/?search=Gen.36.37&amp;version=ESV,Genesis 36:37,"35.610889,30.93318","Rehoboth (Massachusetts) - town: 41.8403786,-71.2494938; Rehoboth (New Mexico) - hamlet: 35.5292998,-108.654735; Rehoboth (Ohio) - hamlet: 41.2181088,-83.395759; Rehoboth (Ohio) - hamlet: 39.74368,-82.1940354; Rehoboth (Indiana) - hamlet: 38.0825714,-86.023022; Rehoboth (North Carolina) - hamlet: 36.3434872,-77.3760817; Rehoboth (Tennessee) - hamlet: 36.0322933,-89.2556257; Rehoboth (Virginia) - hamlet: 36.9198702,-78.3547187; Rehoboth (Alabama) - hamlet: 32.1956982,-87.381385; Rehoboth Beach (Delaware) - town: 38.7164771,-75.0835107",Alabama; Delaware; Indiana; Massachusetts; New Mexico; North Carolina; Ohio; Tennessee; Virginia,hamlet; town,100
Ezek,Rhodes,Most Likely,,,"27.697546,36.145377 27.707002,36.148533 27.707566,36.1391 27.713032,36.13941 27.716366,36.131865 27.706868,36.12023 27.710364,36.113103 27.736941,36.103692 27.750184,36.105646 27.760723,36.086068 27.755157,36.013443 27.731156,35.957746 27.718253,35.940234 27.72668,35.936797 27.735635,35.922673 27.734203,35.915641 27.759605,35.903861 27.771009,35.887098 27.798379,35.89038 27.81218,35.902541 27.816957,35.901154 27.816875,35.907118 27.829078,35.915744 27.845464,35.912828 27.841779,35.916108 27.845301,35.921821 27.854872,35.928612 27.86248,35.927057 27.875696,35.948778 27.89225,35.959037 27.922175,36.01006 27.953613,36.04523 27.969186,36.046521 27.979386,36.057074 28.014832,36.074824 28.036772,36.077687 28.04818,36.074938 28.054028,36.067557 28.050908,36.063902 28.066539,36.06381 28.087067,36.054394 28.074517,36.073484 28.080162,36.08011 28.09051,36.080819 28.087663,36.087537 28.093074,36.094347 28.085355,36.096706 28.099897,36.104185 28.067929,36.107575 28.075676,36.142906 28.090777,36.164732 28.101223,36.165657 28.098104,36.175063 28.104556,36.181643 28.123965,36.18788 28.136636,36.18448 28.147495,36.226881 28.158881,36.231156 28.166056,36.248442 28.175006,36.248637 28.176008,36.253838 28.168541,36.25467 28.16628,36.261546 28.174319,36.280499 28.192922,36.308749 28.205758,36.320713 28.212421,36.320346 28.209469,36.322737 28.215928,36.327617 28.205098,36.338267 28.207286,36.349142 28.223468,36.369474 28.233357,36.371423 28.247628,36.386841 28.228287,36.403569 28.233658,36.427407 28.240887,36.432824 28.238874,36.447587 28.23603,36.441018 28.232121,36.447696 28.229422,36.443638 28.2209,36.458409 28.187543,36.421076 28.155097,36.42407 28.116495,36.418706 28.053662,36.398 28.009298,36.375075 27.97648,36.365386 27.959152,36.352741 27.915429,36.342903 27.878395,36.322636 27.847959,36.285009 27.827113,36.272418 27.812976,36.274541 27.805468,36.270431 27.803277,36.258024 27.795773,36.254831 27.789335,36.242343 27.788981,36.219273 27.767348,36.188015 27.754324,36.18772 27.735076,36.168702 27.684428,36.155873 27.686423,36.146439 27.697546,36.145377","Rhodes (Iowa) - village: 41.927344,-93.1843146; Rhodes (Michigan) - hamlet: 43.9016894,-84.1761066; Rhodes (Indiana) - hamlet: 39.6094812,-87.4130749; Rhodes (Mississippi) - hamlet: 31.4331551,-88.9724635; Rhodes (Virginia) - hamlet: 36.7662609,-76.7916252; Rhodes (North Carolina) - hamlet: 36.1704344,-77.1241279; Rhodes (Montana) - hamlet: 48.2791291,-114.4743059; Rhodes (Alabama) - hamlet: 31.5782162,-86.6916371",Alabama; Indiana; Iowa; Michigan; Mississippi; Montana; North Carolina; Virginia,hamlet; village,100
Rhodes 2 (Dedan),Rhodes,Most Likely,https://www.biblegateway.com/passage/?search=Ezek.27.15&amp;version=ESV,Ezekiel 27:15,"27.697546,36.145377 27.707002,36.148533 27.707566,36.1391 27.713032,36.13941 27.716366,36.131865 27.706868,36.12023 27.710364,36.113103 27.736941,36.103692 27.750184,36.105646 27.760723,36.086068 27.755157,36.013443 27.731156,35.957746 27.718253,35.940234 27.72668,35.936797 27.735635,35.922673 27.734203,35.915641 27.759605,35.903861 27.771009,35.887098 27.798379,35.89038 27.81218,35.902541 27.816957,35.901154 27.816875,35.907118 27.829078,35.915744 27.845464,35.912828 27.841779,35.916108 27.845301,35.921821 27.854872,35.928612 27.86248,35.927057 27.875696,35.948778 27.89225,35.959037 27.922175,36.01006 27.953613,36.04523 27.969186,36.046521 27.979386,36.057074 28.014832,36.074824 28.036772,36.077687 28.04818,36.074938 28.054028,36.067557 28.050908,36.063902 28.066539,36.06381 28.087067,36.054394 28.074517,36.073484 28.080162,36.08011 28.09051,36.080819 28.087663,36.087537 28.093074,36.094347 28.085355,36.096706 28.099897,36.104185 28.067929,36.107575 28.075676,36.142906 28.090777,36.164732 28.101223,36.165657 28.098104,36.175063 28.104556,36.181643 28.123965,36.18788 28.136636,36.18448 28.147495,36.226881 28.158881,36.231156 28.166056,36.248442 28.175006,36.248637 28.176008,36.253838 28.168541,36.25467 28.16628,36.261546 28.174319,36.280499 28.192922,36.308749 28.205758,36.320713 28.212421,36.320346 28.209469,36.322737 28.215928,36.327617 28.205098,36.338267 28.207286,36.349142 28.223468,36.369474 28.233357,36.371423 28.247628,36.386841 28.228287,36.403569 28.233658,36.427407 28.240887,36.432824 28.238874,36.447587 28.23603,36.441018 28.232121,36.447696 28.229422,36.443638 28.2209,36.458409 28.187543,36.421076 28.155097,36.42407 28.116495,36.418706 28.053662,36.398 28.009298,36.375075 27.97648,36.365386 27.959152,36.352741 27.915429,36.342903 27.878395,36.322636 27.847959,36.285009 27.827113,36.272418 27.812976,36.274541 27.805468,36.270431 27.803277,36.258024 27.795773,36.254831 27.789335,36.242343 27.788981,36.219273 27.767348,36.188015 27.754324,36.18772 27.735076,36.168702 27.684428,36.155873 27.686423,36.146439 27.697546,36.145377","Rhodes (Iowa) - village: 41.927344,-93.1843146; Rhodes (Michigan) - hamlet: 43.9016894,-84.1761066; Rhodes (Indiana) - hamlet: 39.6094812,-87.4130749; Rhodes (North Carolina) - hamlet: 36.1704344,-77.1241279; Rhodes (Alabama) - hamlet: 31.5782162,-86.6916371; Rhodes (Montana) - hamlet: 48.2791291,-114.4743059; Rhodes (Mississippi) - hamlet: 31.4331551,-88.9724635; Rhodes (Virginia) - hamlet: 36.7662609,-76.7916252",Alabama; Indiana; Iowa; Michigan; Mississippi; Montana; North Carolina; Virginia,hamlet; village,100
Rhodes 1,Rhodes,Most Likely,https://www.biblegateway.com/passage/?search=Acts.21.1&amp;version=ESV,Acts:21:1,"27.697546,36.145377 27.707002,36.148533 27.707566,36.1391 27.713032,36.13941 27.716366,36.131865 27.706868,36.12023 27.710364,36.113103 27.736941,36.103692 27.750184,36.105646 27.760723,36.086068 27.755157,36.013443 27.731156,35.957746 27.718253,35.940234 27.72668,35.936797 27.735635,35.922673 27.734203,35.915641 27.759605,35.903861 27.771009,35.887098 27.798379,35.89038 27.81218,35.902541 27.816957,35.901154 27.816875,35.907118 27.829078,35.915744 27.845464,35.912828 27.841779,35.916108 27.845301,35.921821 27.854872,35.928612 27.86248,35.927057 27.875696,35.948778 27.89225,35.959037 27.922175,36.01006 27.953613,36.04523 27.969186,36.046521 27.979386,36.057074 28.014832,36.074824 28.036772,36.077687 28.04818,36.074938 28.054028,36.067557 28.050908,36.063902 28.066539,36.06381 28.087067,36.054394 28.074517,36.073484 28.080162,36.08011 28.09051,36.080819 28.087663,36.087537 28.093074,36.094347 28.085355,36.096706 28.099897,36.104185 28.067929,36.107575 28.075676,36.142906 28.090777,36.164732 28.101223,36.165657 28.098104,36.175063 28.104556,36.181643 28.123965,36.18788 28.136636,36.18448 28.147495,36.226881 28.158881,36.231156 28.166056,36.248442 28.175006,36.248637 28.176008,36.253838 28.168541,36.25467 28.16628,36.261546 28.174319,36.280499 28.192922,36.308749 28.205758,36.320713 28.212421,36.320346 28.209469,36.322737 28.215928,36.327617 28.205098,36.338267 28.207286,36.349142 28.223468,36.369474 28.233357,36.371423 28.247628,36.386841 28.228287,36.403569 28.233658,36.427407 28.240887,36.432824 28.238874,36.447587 28.23603,36.441018 28.232121,36.447696 28.229422,36.443638 28.2209,36.458409 28.187543,36.421076 28.155097,36.42407 28.116495,36.418706 28.053662,36.398 28.009298,36.375075 27.97648,36.365386 27.959152,36.352741 27.915429,36.342903 27.878395,36.322636 27.847959,36.285009 27.827113,36.272418 27.812976,36.274541 27.805468,36.270431 27.803277,36.258024 27.795773,36.254831 27.789335,36.242343 27.788981,36.219273 27.767348,36.188015 27.754324,36.18772 27.735076,36.168702 27.684428,36.155873 27.686423,36.146439 27.697546,36.145377","Rhodes (Iowa) - village: 41.927344,-93.1843146; Rhodes (Michigan) - hamlet: 43.9016894,-84.1761066; Rhodes (Indiana) - hamlet: 39.6094812,-87.4130749; Rhodes (North Carolina) - hamlet: 36.1704344,-77.1241279; Rhodes (Mississippi) - hamlet: 31.4331551,-88.9724635; Rhodes (Montana) - hamlet: 48.2791291,-114.4743059; Rhodes (Alabama) - hamlet: 31.5782162,-86.6916371; Rhodes (Virginia) - hamlet: 36.7662609,-76.7916252",Alabama; Indiana; Iowa; Michigan; Mississippi; Montana; North Carolina; Virginia,hamlet; village,100
"River 2 (Euphrates River, Euphrates)",River,Most Likely,https://www.biblegateway.com/passage/?search=Num.22.5&amp;version=ESV,Numbers 22:5,"43.4004,39.62289 43.03842,39.70988 42.89148,39.55006 42.68305,39.49974 42.56097,39.37735 42.51654,39.15681 42.14263,39.16913 41.73966,39.02609 41.54147,39.06983 41.5341,38.84767 41.28619,38.8488 41.16636,38.75437 40.93768,38.90233 40.43907,38.71578 40.05323,38.74685 39.76762,38.62738 39.52104,38.65794 39.43605,38.78707 39.07093,38.88889 38.79036,38.86343 38.62579,38.74399 38.4707,38.75055 38.35929,38.54254 38.69727,38.41718 38.81465,38.44258 38.96907,38.3195 39.10977,38.34695 39.15092,38.3002 39.10734,38.20079 39.22207,38.20728 39.26237,38.14575 38.97395,37.89992 38.97615,37.82576 38.89374,37.79772 38.96638,37.75973 38.80754,37.68869 38.84787,37.6459 38.65453,37.62225 38.44129,37.47027 38.27288,37.47616 38.17543,37.41056 37.9869,37.44055 37.876,37.34516 37.8643,37.07822 37.98087,37.04911 38.03223,36.73892 38.27974,36.53821 38.07234,36.08734 38.15529,35.98854 38.554,35.85696 39.04536,35.9343 39.29005,35.82418 39.78978,35.74977 39.91166,35.51972 40.40792,35.20512 40.42549,35.07127 40.4782,35.05925 40.43902,35.03065 40.5636,34.95816 40.64746,34.78824 40.91728,34.62881 40.93077,34.44985 41.07865,34.37813 41.21151,34.38819 41.17855,34.42827 41.23469,34.45545 41.70109,34.44724 41.77868,34.53001 41.83756,34.46904 41.96819,34.47555 42.13934,34.27379 42.37435,34.33023 42.31718,34.24315 42.38791,34.18267 42.41314,34.0175 42.50326,34.03386 42.57021,33.97252 42.53159,33.86241 42.6616,33.90336 42.77015,33.85387 42.71973,33.71875 42.92984,33.52606 43.6575,33.39649 43.75822,33.35178 43.8638,33.18126 44.01608,33.16432 44.17383,33.02275 44.29104,32.78756 44.20564,32.56697 44.30027,32.44331 44.35553,32.11166 44.50174,31.8977 44.47541,31.70573 44.78758,31.45265 45.13943,31.42654 45.24909,31.32722 45.53215,31.28336 45.5573,31.18628 46.0521,31.1234 46.47565,30.9104 46.5801,30.98234 47.30651,30.92903 47.44235,31.00471","River (United States Virgin Islands) - hamlet: 17.7402503,-64.8146967; River (Illinois) - hamlet: 41.1583001,-87.5973905",Illinois; United States Virgin Islands,hamlet,100
Salem,Salem,Most Likely,https://www.biblegateway.com/passage/?search=Ps.76.2&amp;version=ESV,Psalms 76:2,"35.234167,31.776667","Salem (Oregon) - city: 44.9391565,-123.033121; Salem (Massachusetts) - city: 42.5195292,-70.8967226; Salem (Virginia) - city: 37.293198,-80.0556773; Salem (New Hampshire) - town: 42.7884226,-71.2008933; Salem (Indiana) - town: 38.6056131,-86.101089; Salem (Iowa) - village: 40.854171,-91.6193067; Salem (Ohio) - city: 40.9008923,-80.8567502; Salem (South Dakota) - town: 43.724146,-97.388953; Salem (Illinois) - town: 38.6269929,-88.9456158; Salem (Arkansas) - town: 36.3711104,-91.8270949; Salem (New Jersey) - village: 39.5717796,-75.4671423; Salem (Missouri) - town: 37.6455993,-91.5359808; Salem (Connecticut) - town: 41.491269,-72.2762084; Town of Salem (New York) - village: 43.1714488,-73.33015474371058; Salem (West Virginia) - village: 39.2828653,-80.5589856; Salem (Kentucky) - city: 37.2644981,-88.2441968; Salem (Utah) - village: 40.0529062,-111.673659; Town of Salem (New York) - village: 43.1722983,-73.3276101; Salem (West Virginia) - hamlet: 37.9892785,-81.1153794; Salem (Arkansas) - village: 34.6291006,-92.5583233; Salem (North Carolina) - hamlet: 35.699642499999996,-81.69145514062501; Salem Lakes (Wisconsin) - town: 42.554741,-88.1109187; Salem (South Carolina) - town: 34.8898161,-82.9765364; Salem (Alabama) - hamlet: 32.5968028,-85.2385527; Town of Salem (Wisconsin) - village: 44.6230229,-92.3574062; Salem (Nebraska) - village: 40.075557,-95.720821; Salem (Indiana) - hamlet: 40.3103237,-84.8432969; Salem (Indiana) - hamlet: 40.7169914,-84.8532978; Salem (Virginia) - hamlet: 38.6442861,-78.5477891; Salem (Florida) - hamlet: 29.8868872,-83.4129186; Salem (Indiana) - hamlet: 39.5964391,-84.8902362",Alabama; Arkansas; Connecticut; Florida; Illinois; Indiana; Iowa; Kentucky; Massachusetts; Missouri; Nebraska; New Hampshire; New Jersey; New York; North Carolina; Ohio; Oregon; South Carolina; South Dakota; Utah; Virginia; West Virginia; Wisconsin,city; hamlet; town; village,100
Samaria 1,Samaria,Most Likely,https://www.biblegateway.com/passage/?search=Obad.1.19&amp;version=ESV,Obadiah 1:19,"35.195,32.276111","Samaria (Indiana) - hamlet: 39.4039378,-86.1863789; Samaria (Idaho) - village: 42.1184177,-112.3356224; Samaria (Tennessee) - hamlet: 36.1099925,-85.5620632; Samaria (Texas) - hamlet: 32.126542,-96.1541391; Samaria (North Carolina) - hamlet: 35.859877,-78.1783267; Samaria (West Virginia) - hamlet: 39.44842,-80.057575; Samaria (South Carolina) - hamlet: 33.8254243,-81.4776029; Samaria (Kentucky) - hamlet: 38.4200803,-82.9451698",Idaho; Indiana; Kentucky; North Carolina; South Carolina; Tennessee; Texas; West Virginia,hamlet; village,100
Samos,Samos,Most Likely,https://www.biblegateway.com/passage/?search=Acts.20.15&amp;version=ESV,Acts:20:15,"26.94638,37.690923 26.953017,37.687416 26.958492,37.690266 26.953967,37.69147 26.965614,37.69287 26.980052,37.706762 26.996105,37.707521 27.011403,37.702857 27.018839,37.707932 27.037106,37.704297 27.043163,37.710048 27.048706,37.705752 27.056368,37.713863 27.060555,37.708994 27.067323,37.711534 27.065226,37.715205 27.069786,37.718025 27.065982,37.727109 27.036532,37.728391 27.036278,37.734083 27.041286,37.737718 27.039187,37.742104 27.024146,37.752107 27.029578,37.762846 27.048145,37.76619 27.068648,37.777328 27.059342,37.779725 27.021289,37.773379 27.012182,37.77833 26.998602,37.777112 26.987249,37.784018 26.986207,37.790663 26.99149,37.795933 26.977977,37.793133 26.976312,37.785182 26.981819,37.778827 26.96173,37.787624 26.951953,37.78711 26.949003,37.782254 26.963472,37.771306 26.961937,37.766256 26.970068,37.755644 26.976763,37.754301 26.972276,37.748323 26.965483,37.747312 26.958293,37.756977 26.928239,37.771774 26.910618,37.772397 26.892903,37.781545 26.882354,37.778486 26.858182,37.796254 26.857087,37.802689 26.848249,37.806192 26.741288,37.813108 26.690634,37.795714 26.678468,37.795713 26.68446,37.79871 26.672982,37.796342 26.658614,37.790174 26.637852,37.770025 26.608699,37.768849 26.59623,37.762127 26.591458,37.751757 26.584137,37.749287 26.566185,37.731349 26.585341,37.705335 26.577967,37.69173 26.582726,37.690181 26.584095,37.683073 26.590669,37.681272 26.591409,37.675408 26.600671,37.682912 26.60467,37.677429 26.615012,37.683775 26.623388,37.680124 26.622529,37.688352 26.633449,37.688883 26.631139,37.693013 26.643339,37.70286 26.691811,37.709827 26.722738,37.709791 26.730064,37.703589 26.752762,37.696641 26.793338,37.643088 26.81721,37.637025 26.832078,37.640118 26.859504,37.636146 26.879211,37.64039 26.883317,37.644896 26.882368,37.663055 26.890684,37.673049 26.927926,37.688579 26.948279,37.686745 26.942768,37.688877 26.94638,37.690923","Samos (Virginia) - hamlet: 37.7006962,-76.6380114; Samos (Missouri) - hamlet: 36.8681093,-89.2764619",Missouri; Virginia,hamlet,100
Sardis,Sardis,Most Likely,https://www.biblegateway.com/passage/?search=Rev.1.11&amp;version=ESV; https://www.biblegateway.com/passage/?search=Rev.3.1&amp;version=ESV; https://www.biblegateway.com/passage/?search=Rev.3.4&amp;version=ESV,"Rev:1:11, Rev:3:1, Rev:3:4","28.040278,38.488333","Sardis (Mississippi) - village: 34.4370511,-89.9159227; Sardis (Georgia) - village: 32.975157,-81.757613; Sardis (Kentucky) - city: 38.5317412,-83.9557586; Sardis (Tennessee) - town: 35.4422975,-88.2936505; Sardis (Ohio) - village: 39.6226971,-80.9101131; Sardis (West Virginia) - hamlet: 39.3375879,-80.4178689; Sardis (Texas) - hamlet: 32.4287518,-96.9061114; Sardis (Louisiana) - hamlet: 31.8448874,-92.7073726; Sardis (Louisiana) - hamlet: 31.7510031,-93.6449038; Sardis (Oklahoma) - hamlet: 34.6659335,-95.4096951; Sardis (Alabama) - hamlet: 31.6798801,-86.5066353; Sardis (Alabama) - hamlet: 33.7967728,-87.1488908; Sardis (Virginia) - hamlet: 37.6215286,-79.1128044; Sardis (Alabama) - hamlet: 33.764831,-87.3430603; Sardis (South Carolina) - hamlet: 34.0404361,-79.9439577; Sardis (Alabama) - hamlet: 31.9029293,-86.3157984; Sardis (Alabama) - hamlet: 32.0890397,-85.7627275; Sardis (Alabama) - hamlet: 32.7040195,-85.7580125; Sardis (South Carolina) - hamlet: 34.6715236,-81.6331564; Sardis (Texas) - hamlet: 32.7556634,-100.4959426; Sardis (Kentucky) - hamlet: 37.0456315,-84.6960539; Sardis (Georgia) - hamlet: 32.7965221,-84.6388139; Sardis (Arkansas) - hamlet: 34.5317605,-92.407933; Sardis (Texas) - hamlet: 33.0051297,-94.5410331; Sardis (Alabama) - hamlet: 32.2876393,-86.9858206; Sardis (Texas) - hamlet: 31.8018393,-94.0940835; Sardis (Mississippi) - hamlet: 31.8009956,-90.324257; Sardis (Louisiana) - hamlet: 32.7279494,-92.4669156; Sardis City (Alabama) - village: 34.1742616,-86.1227533",Alabama; Arkansas; Georgia; Kentucky; Louisiana; Mississippi; Ohio; Oklahoma; South Carolina; Tennessee; Texas; Virginia; West Virginia,city; hamlet; town; village,100
